78339 52878.480    112  1024  64.17  162.65   6312.69    86.77     6.58   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00
78339 52884.781    112  1024  64.28  162.45   6285.17    86.71     6.59   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00
78339 52891.082    112  1024  64.40  162.24   6257.65    86.64     6.60   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00
78339 52897.383    112  1024  64.51  162.03   6230.12    86.57     6.62   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00
78339 52903.684    112  1024  64.63  161.82   6202.59    86.51     6.63   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00
78339 52909.984    112  1024  64.75  161.60   6175.06    86.44     6.64   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00
78339 52916.285    112  1024  64.87  161.38   6147.52    86.37     6.66   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00
78339 52922.586    112  1024  64.98  161.16   6119.98    86.30     6.67   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00
78339 52928.887    112  1024  65.10  160.94   6092.44    86.23     6.68   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00
78339 52935.188    112  1024  65.22  160.71   6064.89    86.16     6.70   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00  44  0.0000e+00   2  0.0000e+00  24  0.0000e+00  14  0.0000e+00  40  0.0000e+00   8  0.0000e+00  30  0.0000e+00  17  0.0000e+00  56  0.0000e+00   1  0.0000e+00  18  0.0000e+00  12  0.0000e+00  32  0.0000e+00   4  0.0000e+00  28  0.0000e+00  16  0.0000e+00
